host_unix_time_ns,lsl_timestamp_s,device_clock_us,value_raw,value_filtered,sequence,parser_mode,raw_line
1775177684340086082,31219.128393767,2315348,-190872.0,-37.410404432012,195,tagged_csv,"D,195,2315348,-190872.00"
1775177684352634481,31219.140942135,2327848,-191038.0,-45.3478734511591,196,tagged_csv,"D,196,2327848,-191038.00"
1775177684365119654,31219.153427413,2340348,-190891.0,-42.00271740948665,197,tagged_csv,"D,197,2340348,-190891.00"
1775177684377622975,31219.165931030,2352848,-190959.0,-43.85295180900721,198,tagged_csv,"D,198,2352848,-190959.00"
1775177684390261385,31219.178568949,2365348,-190879.0,-39.742810634343186,199,tagged_csv,"D,199,2365348,-190879.00"
1775177684402803827,31219.191111378,2377848,-191014.0,-45.762740481004585,200,tagged_csv,"D,200,2377848,-191014.00"
1775177684415174706,31219.203482252,2390348,-190949.0,-46.61096302291844,201,tagged_csv,"D,201,2390348,-190949.00"
1775177684427840609,31219.216148119,2402848,-191009.0,-51.76664799446007,202,tagged_csv,"D,202,2402848,-191009.00"
1775177684440363639,31219.228671198,2415348,-190854.0,-45.25971477344865,203,tagged_csv,"D,203,2415348,-190854.00"
1775177684452929767,31219.241237250,2427848,-191016.0,-51.02354187730816,204,tagged_csv,"D,204,2427848,-191016.00"
1775177684465392121,31219.253699626,2440348,-190815.0,-41.73072224415955,205,tagged_csv,"D,205,2440348,-190815.00"
1775177684477845811,31219.266153356,2452848,-190920.0,-40.76076369313523,206,tagged_csv,"D,206,2452848,-190920.00"
1775177684490457801,31219.278765563,2465348,-190857.0,-35.27374606914236,207,tagged_csv,"D,207,2465348,-190857.00"
1775177684502985674,31219.291293398,2477848,-190847.0,-29.458090780040948,208,tagged_csv,"D,208,2477848,-190847.00"
1775177684515550302,31219.303857824,2490348,-190975.0,-33.386959365336224,209,tagged_csv,"D,209,2490348,-190975.00"
1775177684528134465,31219.316441992,2502848,-190889.0,-30.767162138450658,210,tagged_csv,"D,210,2502848,-190889.00"
1775177684540721230,31219.329029062,2515348,-190996.0,-36.1299341324484,211,tagged_csv,"D,211,2515348,-190996.00"
1775177684553186828,31219.341494382,2527848,-190950.0,-37.75244302442297,212,tagged_csv,"D,212,2527848,-190950.00"
1775177684565775415,31219.354082879,2540348,-191110.0,-50.908081130095525,213,tagged_csv,"D,213,2540348,-191110.00"
1775177684578297748,31219.366605328,2552848,-190859.0,-44.827771718933946,214,tagged_csv,"D,214,2552848,-190859.00"
1775177684590812483,31219.379120036,2565348,-191015.0,-50.55023262798204,215,tagged_csv,"D,215,2565348,-191015.00"
1775177684603385018,31219.391692573,2577848,-190868.0,-45.1513664899976,216,tagged_csv,"D,216,2577848,-190868.00"
1775177684615933154,31219.404240905,2590348,-191035.0,-52.30667320545763,217,tagged_csv,"D,217,2590348,-191035.00"
1775177684628466004,31219.416773501,2602848,-190877.0,-47.43528673774563,218,tagged_csv,"D,218,2602848,-190877.00"
1775177684640988833,31219.429296363,2615348,-190951.0,-48.307354627293535,219,tagged_csv,"D,219,2615348,-190951.00"
1775177684653509156,31219.441816653,2627848,-190917.0,-46.6400208499399,220,tagged_csv,"D,220,2627848,-190917.00"
1775177684666004514,31219.454312189,2640348,-190902.0,-44.00179555741488,221,tagged_csv,"D,221,2640348,-190902.00"
1775177684678613645,31219.466921256,2652848,-190843.0,-37.25927725035581,222,tagged_csv,"D,222,2652848,-190843.00"
1775177684691138632,31219.479446157,2665348,-190940.0,-38.07134173292434,223,tagged_csv,"D,223,2665348,-190940.00"
1775177684703636197,31219.491943913,2677848,-190938.0,-38.67863025391125,224,tagged_csv,"D,224,2677848,-190938.00"
